doc_id,response_value,early_adversity,chronic_stress,emotion_dysregulation,social_withdrawal,rumination,depression,active_dag_variables,noise_variables,narrative
doc_0884,1,1,1,1,0,1,1,early_adversity|chronic_stress|emotion_dysregulation|rumination,,"My childhood was really unstable and difficult, and looking back, it seems that history left me prone to everything I'm facing now. Ever since then, I’ve felt this baseline of instability, and lately, the pressure has been relentless and it never lets up. When this kind of stress hits, I find that my emotions are completely all over the place; I just can't seem to steady myself. Once I hit that point where I can't control my feelings, I start spiraling—I keep replaying everything endlessly and can't shut it off, just looping through the same failures. That cycle always ends the same way; I feel depressed. I’ve noticed this pattern repeats regardless of what else is happening. For instance, I started eating better lately, not that it changes any of this. But once those thoughts start spinning, it just pulls me right back down into that darkness."
doc_0885,0,0,1,0,1,0,0,chronic_stress|social_withdrawal,travel,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Every time the demands at the office pile up like this, I find myself pulling away from everyone and isolating myself. I stop answering texts, I cancel my weekend plans, and I just go completely quiet with my friends. It’s become this pattern where the more the external pressure builds, the more I retreat into my own space and avoid seeing anyone. I don't have the energy to maintain those connections when I'm barely keeping my head above water with everything else. I took a trip recently, but this cycle is still happening. It feels like I'm just disappearing from my social life because I can't handle the effort of interacting while the stress is so persistent. I just shut the door on the world until things calm down, but they never seem to."
doc_0886,1,0,1,1,1,1,1,chronic_stress|emotion_dysregulation|social_withdrawal|rumination,travel,"The pressure has been relentless and it never lets up—I've been under constant stress from my job and my finances. Ever since this started, I notice my emotions are completely all over the place; I'll just snap or burst into tears without warning. This volatility tends to leave me in a state where I can't stop going over the same thoughts again and again, just looping through every failure. At the same time, I've been pulling away from everyone and isolating myself, avoiding my friends entirely. Being so disconnected from people also leads to those moments where my mind keeps repeating the same mistakes and conversations endlessly. I feel depressed. I took a trip recently, but that doesn't change the fact that I'm stuck in this cycle. It feels like once the stress hits, everything else just spirals until I can't find a way out of my own head."
doc_0887,0,1,1,0,0,0,0,early_adversity|chronic_stress,travel|housing_change|diet_change,"Growing up was traumatic—there was a lot of chaos at home and no real stability for me. Ever since those years, I notice that I live in a state where the pressure has been relentless and it never lets up. It manifests as this constant, heavy weight in my chest whether I'm dealing with my boss, my mounting bills, or the tension in my marriage; it's just an unending cycle of strain that I can't seem to escape. I feel like I'm always waiting for the next crisis to hit, which keeps me in this loop of high tension every single day. On other notes, I moved to a new place recently and I've also been trying to eat better lately. But regardless of those changes, the underlying feeling remains the same. This persistent sense of being overwhelmed by everything in my life seems to be the default setting I've carried with me for a long time."
doc_0888,1,0,0,0,0,1,1,rumination,housing_change|new_hobby|work_promotion,"It’s become this constant cycle in my head. Whenever I have a bad interaction or make a small mistake, I keep replaying everything endlessly and can't shut it off. I will spend hours, sometimes days, just looping through the same three sentences I said, analyzing why I said them and how they sounded, over and over again. This mental loop just won't break, and it consumes all my energy until I can't focus on anything else. Ever since this pattern takes hold, I notice I feel depressed. It just settles in and stays there. On other notes, I moved to a new place recently, but that doesn't change the way my mind works. I just find myself trapped in those same repetitive thoughts, circling the same regrets until there is nothing left. It feels like once the loop starts, the mood follows inevitably, leaving me in this state where I can't see a way out of the repetition."
doc_0889,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,work_promotion|diet_change,"I’ve been thinking a lot about why I struggle so much now. Looking back, my childhood was really unstable and difficult, and those patterns seem to follow me. Ever since then, I notice that I've been under constant stress—work, money, all of it—and the pressure just never lets up. When that kind of tension becomes the norm, I find myself pulling away from everyone and isolating myself, cancelling plans and just going quiet. I don't have the energy to maintain the connections anymore. On other fronts, things are just happening; I got a promotion at work recently, and I've also been trying to eat better lately. But regardless of those things, this cycle remains. I spend most of my weekends alone in my apartment because the weight of everything else makes it feel impossible to engage with people. It's like I'm retreating into a shell just to survive the day."
doc_0890,0,1,1,0,0,0,0,early_adversity|chronic_stress,housing_change|work_promotion|new_hobby,"Growing up was traumatic—there was a lot of chaos at home and no real stability during those years. Ever since then, I notice that I struggle to ever truly relax, which tends to leave me in a state where I've been under constant stress—work, money, all of it—and the pressure just never lets up. It feels like I am always waiting for the next crisis to hit, keeping me in this loop of tension that doesn't have an off switch. Even when things seem calm, that internal engine is still running at full speed, making every small demand feel like a mountain I have to climb. I’ve just become accustomed to this baseline of intensity in my daily life. On other notes, I moved to a new place recently, but that is separate from this. I just feel like I've been operating in survival mode for so long that I don't know how to exist without that weight on my shoulders."
doc_0891,0,0,0,0,1,0,0,social_withdrawal,housing_change,"I’ve been noticing a pattern lately where I just shut down. I've been isolating, cancelling everything, seeing no one, and it's become my default mode. Even when people reach out to check in, I don't respond; I just let the messages pile up while I stay inside by myself. It's not that I'm angry or upset with anyone specifically, but I find myself actively avoiding any kind of interaction. I spend my weekends entirely alone, ignoring the phone and turning down every invitation that comes my way. I've essentially removed myself from my social circle and I just stay in my own bubble. I moved to a new place recently. This habit of cutting people off has just become part of my daily routine, and I spend most of my time in total solitude, disconnected from the friends I used to see all the time."
doc_0892,0,0,1,0,0,0,0,chronic_stress,work_promotion|housing_change|diet_change,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It manifests in my day-to-day life as this permanent tightness in my chest and an inability to truly relax, even on the weekends. I wake up already feeling behind, and by the time I get home, I'm physically exhausted but my mind is still racing through a checklist of obligations and debts. It feels like I'm running a marathon with no finish line in sight, just pushing through one crisis after another without a break. I've been trying to eat better lately, not that it changes any of this. I just feel like I'm operating at maximum capacity every single hour of the day, and I don't know how to shift gears out of this mode. It's become my baseline existence, and I'm just worn down by the sheer persistence of it all."
doc_0893,0,0,0,0,1,0,0,social_withdrawal,work_promotion|diet_change,"I’ve noticed a pattern lately where I’ve been isolating, cancelling everything, and seeing no one. It started small, but now I just don't answer the phone and I avoid making any plans with my friends. Even when I know people want to hang out, I find myself choosing to stay home alone instead of engaging with them. It’s become my default mode; I just pull away and stay in my own space for days at a time. On other fronts, things are moving along—I got a promotion at work recently. I've also been trying to eat better lately, though that's separate from this. But this habit of cutting myself off from my social circle is what I really want to talk about. I spend most of my weekends now in total solitude, ignoring texts and avoiding the people who used to be a big part of my life. It's just where I am right now, staying distant from everyone."
doc_0894,0,1,0,0,0,0,0,early_adversity,,"My childhood was really unstable and difficult, filled with unpredictable outbursts and an environment where I never felt truly safe. I spent years navigating those dynamics, always trying to anticipate the next crisis before it hit. Now, as an adult, I notice that I struggle to believe things will remain steady, even when life is calm. I find myself waiting for the other shoe to drop in my current relationships, almost expecting a sudden shift in tone or a hidden conflict. This sense of instability persists in the background of my daily routine, making it hard to fully settle into a moment of peace. I often feel like I am operating from a blueprint that was drawn during those chaotic years. On another note, I started taking a pottery class on Tuesday nights. I just want to figure out why those early memories still feel so present and vivid today, regardless of how much time has passed since then."
doc_0895,1,1,1,0,1,1,1,early_adversity|chronic_stress|social_withdrawal|rumination,travel|diet_change,"My childhood was really unstable and difficult, and looking back, I think that foundation is why I’ve been under constant stress—work, money, all of it—for years now. The pressure has been relentless and it never lets up. Ever since this cycle started, I've been pulling away from everyone and isolating myself, barely answering texts or leaving the house. Being alone like that tends to leave me in a place where I can't stop going over the same thoughts again and again, just looping through every failure and regret. When those cycles take over, I feel depressed. I've also been trying to eat better lately, but that doesn't change the patterns. I suspect that growing up in such a chaotic environment left me predisposed to this, and now it feels like everything is just feeding into itself."
doc_0896,0,0,0,1,0,1,0,emotion_dysregulation|rumination,travel|diet_change,"It’s been a difficult few weeks because my emotions are completely all over the place. One minute I’m fine, and the next I’m overwhelmed by a wave of intensity that I just can't manage. When that happens, I find myself replaying everything endlessly and can't shut it off. My mind just locks onto the specific thing that triggered the outburst, and I spend hours looping through the same sequence of events, analyzing every word and every reaction over and over. It becomes this cycle where I'm stuck in the same mental track for an entire afternoon, unable to move forward or think about anything else. I’ve been trying to eat better lately, and I also took a trip recently, but those things don't really touch this pattern. It's just this frustrating sequence where the emotional volatility hits first, and then I'm left trapped in those repetitive thoughts for the rest of the day. I want to figure out how to break that loop once the initial surge of emotion settles."
doc_0897,0,0,1,1,0,0,0,chronic_stress|emotion_dysregulation,diet_change|travel,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this became my daily reality, I notice that my emotions are completely all over the place. When the pressure peaks, I find myself snapping at people or bursting into tears over something tiny, and I just can't control my emotions when it gets bad. It feels like I'm reacting to everything with ten times the intensity I should, and once I start spiraling, I can't seem to bring myself back down to a calm state. I've been trying to eat better lately, but that doesn't change how volatile I feel. It's exhausting to wake up every morning knowing that the weight of everything is just sitting there, waiting to trigger another outburst that I can't stop. I just want to figure out how to handle the intensity of these reactions because it's starting to affect how I function during the day."
doc_0898,0,0,0,1,0,1,0,emotion_dysregulation|rumination,housing_change,"I’ve noticed a pattern lately that I can't seem to break. Whenever something triggers me, my emotions are completely all over the place; I just lose my grip and can't pull myself together emotionally, regardless of how small the trigger is. When that happens, I find myself trapped in these mental loops where I keep replaying everything endlessly and can't shut it off. I’ll spend hours obsessing over a single sentence I said or a look someone gave me, just circling the same negative thoughts over and over without any resolution. It becomes this cycle where the initial emotional spike leaves me stuck in those repetitions for the rest of the day. On other notes, I moved to a new place recently. But mostly, I'm struggling with this internal volatility. It feels like once the emotional floodgates open, my mind just locks onto the problem and refuses to let go, turning a momentary reaction into a day-long marathon of the same exhausting thoughts."
doc_0899,1,1,1,1,0,0,1,early_adversity|chronic_stress|emotion_dysregulation,,"Growing up was traumatic — there was a lot of chaos at home. Ever since then, I notice that I’ve always struggled with a sense of instability, which seems to follow me into adulthood; I've been under constant stress—work, money, all of it. When the pressure becomes this relentless, I find myself breaking down and I can't pull myself together emotionally. It's like I have no way to steady myself once I start spiraling. This pattern of reacting so intensely tends to leave me feeling completely exhausted and overwhelmed. I am depressed. I just can't seem to shake this heaviness regardless of what I try. On another note, I started eating better lately, not that it changes any of this. I just feel like I'm constantly fighting a battle that started long ago and I don't have the tools to manage the intensity of it all anymore."
doc_0900,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,work_promotion|housing_change,"My childhood was really unstable and difficult, and looking back, I think that’s why I’ve been under constant stress—work, money, all of it—for so long now. Ever since those early years, I notice my emotions are completely all over the place; I just can't seem to find a middle ground. When the pressure from my current life builds up, it only makes it harder, and I find myself breaking down and unable to pull myself together emotionally. Because of that, I've been pulling away from everyone and isolating myself, which just leaves me alone with my head. When I'm isolated like that, or when my emotions spike, I can't stop going over the same thoughts again and again, just replaying every failure on a loop. I've been depressed. I moved to a new place recently, and I also got a promotion at work, but the internal cycle doesn't change. This habit of replaying everything endlessly just feeds right back into the fact that I am depressed."
doc_0901,0,1,0,1,0,0,0,early_adversity|emotion_dysregulation,diet_change|work_promotion,"Growing up was traumatic—there was a lot of chaos at home and no real stability for me. Ever since those years, I notice that my emotions are completely all over the place. It manifests in these sudden, intense spikes where I just can't seem to level out; one moment I'm fine, and the next I'm overwhelmed by a feeling that takes over everything. When these moments happen, I find myself unable to ground myself or regain a sense of balance, and it feels like I'm just riding a wave I can't control. It’s an exhausting cycle that seems to mirror that old instability. On other fronts, things are just moving along—I've been trying to eat better lately, and I even got a promotion at work recently—but none of that changes how I struggle with these outbursts. I just want to figure out why I react so strongly to things and how to stop the volatility from dominating my day-to-day life."
doc_0902,0,1,1,0,0,0,0,early_adversity|chronic_stress,work_promotion,"Growing up was traumatic — there was a lot of chaos at home and no real stability during those years. Ever since then, I notice that I tend to live in a state where the pressure has been relentless and it never lets up. It manifests as this heavy, unending weight in my chest every single morning, whether it is the mounting bills or the demands of my household; it just feels like I am constantly braced for a blow that never stops landing. This persistent tension defines my entire day-to-day existence, leaving me exhausted regardless of how much sleep I get. Things are fine on the surface—I even got a promotion at work recently—but the internal strain remains. I find myself unable to truly relax because that baseline of intensity has become my normal way of operating. It feels like I am always running a race with no finish line, just continuing the pattern of survival I learned long ago."
doc_0903,1,1,0,0,1,1,1,early_adversity|social_withdrawal|rumination,new_hobby|travel|work_promotion,"Looking back, I realize my childhood was really unstable and difficult, and I think those years left me feeling fundamentally broken. Because of that, I feel depressed. On the surface, things seem normal—I started a new hobby recently—but internally, I've been struggling. Lately, I've been isolating, cancelling everything, and seeing no one. When I spend all this time alone, I notice that I can't stop going over the same thoughts again and again, just looping through the same failures and regrets without any end. This cycle of replaying everything endlessly tends to leave me feeling completely drained, and it's why I've been depressed. I just don't know how to break the pattern once I've pulled away from the world."
doc_0904,1,1,1,1,1,1,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,travel|work_promotion,"My childhood was really unstable and difficult, and looking back, I see how that left me prone to this kind of existence. Ever since then, I’ve been under constant stress—work, money, all of it—and the pressure just never lets up. When that stress hits, I find that my emotions are completely all over the place and I can't pull myself together. That instability from my youth seems to feed right into it; I just can't control my emotions when it gets bad. Lately, I've been pulling away from everyone and isolating myself, which only means I spend more time alone. Being isolated tends to leave me in a state where I can't stop going over the same thoughts again and again, and those emotional breakdowns only make the looping worse. I’ve been depressed. I did take a trip recently, and I also got a promotion at work, but the cycle continues. I just keep replaying everything endlessly and I cannot shut it off."
doc_0905,0,0,1,0,0,0,0,chronic_stress,diet_change|new_hobby,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It’s this heavy, daily weight where I wake up already feeling behind and spent. Every morning feels like I'm stepping right back into a storm that doesn't break, whether it's the mounting bills or the endless demands from my manager. I spend my entire day braced for the next crisis, and by the time I get home, I'm physically exhausted from just holding it all together. I've also started a new hobby recently, though that's separate from this. Most days, I feel like I'm just surviving the hours rather than actually living them. It is an exhausting cycle of high-stakes tension that persists regardless of what day of the week it is, and I can't seem to find a way to actually switch off that feeling of urgency."
doc_0906,0,0,1,0,0,0,0,chronic_stress,diet_change|travel,"I feel like I'm constantly running on empty. I've been under constant stress—work, money, all of it—and it just never lets up. It’s this relentless pressure that follows me from the moment I wake up until I finally fall asleep. Every day feels like a battle with an endless to-do list and bills that keep piling up, leaving me in a state of perpetual tension where I can't seem to catch my breath or find a moment of actual peace. It's just this heavy, ongoing weight that I carry around regardless of where I am or who I'm with. I've also been trying to eat better lately, though that's separate from all this. I just don't know how to turn the volume down on the demands of my life because the intensity remains exactly the same day after day. It's exhausting to exist in this space where the strain is just a permanent part of my environment."
doc_0907,0,0,0,1,0,1,0,emotion_dysregulation|rumination,work_promotion|housing_change,"It feels like I have no filter for how I react to things; my emotions are completely all over the place and I just can't seem to steady myself once I start spiraling. When this happens, I find myself replaying everything endlessly and can't shut it off. I'll spend hours trapped in these mental loops, dissecting a single sentence someone said or obsessing over a minor mistake I made during the day, just going around and around in the same circle without any resolution. It becomes this exhausting cycle where I'm stuck in my own head for an entire evening. Other things in my life are moving along—I moved to a new place recently and I also got a promotion at work—but those things don't change the way my mind works. I just want to figure out why I lose that grip on my feelings so easily and why it always leads to me getting stuck in those repetitive thought patterns for so long."
doc_0908,0,0,1,0,0,0,0,chronic_stress,work_promotion|new_hobby|housing_change,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. It feels like I am always on edge, just waiting for the next thing to go wrong. Every morning I wake up and immediately feel that tightness in my chest, knowing the demands of my life aren't going to pause for a second. It’s an exhausting way to exist, where the tension just becomes the background noise of my entire day, regardless of what I'm actually doing. I find myself unable to truly relax even during my time off because the weight of those responsibilities is always there. I started a new hobby recently, but this feeling remains. It is just this persistent, grinding strain that colors everything, making it hard to find any sense of peace. I wanted to talk about how to manage this load because it feels like I've been carrying it for so long that I don't remember what it's like to breathe easily."
doc_0909,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,new_hobby|work_promotion|travel,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since those years, I notice that I tend to attract situations where the pressure has been relentless and it never lets up, whether it's the demands at my job or the way my finances always seem to be on the edge. When this kind of constant stress happens, I find myself pulling away from everyone and isolating myself, stopping my texts and cancelling every plan I have. I just stop reaching out entirely. I’ve even started a new hobby recently, though it doesn't change how I handle these things. I just feel like once the pressure builds up to a certain point, I simply cannot face other people anymore, and I end up spending weeks alone in my apartment."
doc_0910,1,0,0,0,0,1,1,rumination,,"It’s this cycle that I can't seem to break. Every night, I keep replaying everything endlessly and can't shut it off, just looping through the same failures and awkward moments over and over until it's four in the morning. When this happens, I find myself sinking further into a place where nothing feels possible. Ever since this pattern took hold, I notice that I feel depressed. It is just this heavy, constant presence that follows those hours of circular thinking. I try to distract myself, but the mental loops always pull me back in, leaving me exhausted and empty by the time I wake up. I did start a new gym routine three weeks ago, which is just something I'm doing. But regardless of what I do with my time, my mind returns to those same tracks, and that process tends to leave me with this deep sense of hopelessness that persists throughout the day."
doc_0911,0,1,1,0,0,0,0,early_adversity|chronic_stress,new_hobby|travel|housing_change,"Growing up was traumatic—there was a lot of chaos at home and very little stability. Ever since then, I notice that I exist in a state where the pressure has been relentless and it never lets up. Whether it is the demands of my job or the constant worry over my finances, I feel like I am always bracing for the next crisis. It is this persistent, grinding weight that follows me into every part of my adult life, making it impossible to ever truly relax or feel secure. I’ve just become accustomed to this level of tension as my default setting. On another note, I started a new hobby with pottery classes last month. But regardless of what I do in my spare time, that underlying sense of strain remains. I find myself stuck in this cycle where the instability of my youth seems to leave me with this permanent, chronic stress that defines my daily experience."
doc_0912,0,0,1,0,1,1,0,chronic_stress|social_withdrawal|rumination,travel,"I’ve been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this pressure intensified, I notice I've been pulling away from everyone and isolating myself, cancelling my weekend plans and just staying home. I took a trip recently, but that doesn't change the pattern. When I spend all that time alone, I find myself trapped in these cycles where I can't stop going over the same thoughts again and again, replaying every interaction and failure in my head. My mind just keeps repeating the same mistakes and conversations in endless loops, and I can't seem to shut it off once it starts. It becomes the only thing I can focus on during those long stretches of silence."
doc_0913,0,1,0,0,0,0,0,early_adversity,,"My childhood was really unstable and difficult, filled with unpredictable outbursts and a lack of basic security. I spent years navigating an environment where I never knew which version of my parents would walk through the door or if the house would remain a safe place to sleep. That instability felt like the air I breathed; it was simply the way the world worked. I remember the specific silence of those rooms and the way I had to manage everything around me just to survive the day. Now, I find that I maintain a very rigid schedule in my adult life, documenting every detail of my calendar to ensure nothing unexpected occurs. I keep a strict level of order in my living space, almost as if organizing my surroundings provides a sense of control I lacked back then. I recently started taking a pottery class on weekends. I spend a lot of time thinking about those early years and trying to map out exactly how those patterns formed."
doc_0914,0,1,0,1,0,1,0,early_adversity|emotion_dysregulation|rumination,new_hobby,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that my emotions are completely all over the place; I just can't seem to find a middle ground when something triggers me. When I break down and can't pull myself together emotionally like that, it tends to leave me in a state where I can't stop going over the same thoughts again and again. I'll spend hours replaying a single interaction or a mistake, just looping through the same negative images and words without any way to shut it off. It becomes this cycle that I can't escape once it starts. On another note, I started a new hobby recently, but this pattern is what I really need to address. I just don't understand why my mind gets so stuck after those emotional spikes, or why I react so intensely in the first place."
doc_0915,0,1,0,0,0,0,0,early_adversity,work_promotion,"Growing up was traumatic — there was a lot of chaos at home and no real stability, ever. I spent so many years just trying to navigate the unpredictable environment around me, always wondering which version of my parents would walk through the door. That experience stays with me in subtle ways; I often find myself scanning people's faces for signs of anger or disappointment, even when the conversation is completely neutral. It is like a reflex I can't quite turn off, a lingering need to anticipate a crisis before it happens. I spend a lot of my energy trying to map out exactly where I stand with people so I don't get blindsided. Things are otherwise fine—I even got a promotion at work recently—but these patterns from my childhood are what I really want to address here. I want to figure out why I still feel the need to be on guard when I am safe."
doc_0916,1,1,0,1,0,1,1,early_adversity|emotion_dysregulation|rumination,new_hobby|diet_change|travel,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice that my emotions are completely all over the place; I just can't seem to find a middle ground. When I break down like that, I find myself replaying everything endlessly and can't shut it off, just looping through the same failures over and over. This cycle usually ends with me feeling completely drained, and I am depressed. I’ve been trying to eat better lately, but these patterns don't change. Because of how things were for me as a child, I think I just never learned how to steady myself, which leads right back to those repetitive thoughts that keep me down. It feels like once the emotional volatility hits, the mental loop starts, and then I just sink."
doc_0917,0,1,0,0,0,0,0,early_adversity,,"Growing up was traumatic — there was a lot of chaos at home and very little stability for me as a child. I spent most of those years just trying to navigate the unpredictability of my parents and the environment I was in. Even now, I find myself constantly scanning people's faces for signs of anger or disappointment, almost as if I am still waiting for the other shoe to drop. It is like a physical habit of bracing myself for impact, regardless of where I am. I often catch myself over-explaining my actions to people who haven't even asked for an explanation, just to ensure there is no misunderstanding. I’ve lived in this city for five years now, which is just a fact of my life. I want to figure out why I still carry that internal tension and how to finally put down that guard I built so long ago."
doc_0918,0,1,1,1,1,0,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,new_hobby,"My childhood was really unstable and difficult, and looking back, that environment seems to have set a pattern for how I handle things. Ever since then, I notice that I've been under constant stress—work, money, all of it—and the pressure just never lets up. When this relentless stress hits, I find myself pulling away from everyone and isolating myself, just cutting people off and going quiet. On top of that, those early years tend to leave me with a struggle where I can't control my emotions when it gets bad; I just break down and can't pull myself together emotionally. I’ve noticed that when the current stress peaks, it also triggers that same feeling, and my emotions become completely all over the place. I started learning how to paint recently. Regardless, it feels like a cycle where the pressure builds up and I just lose my grip on how to react, which only makes me want to hide from the world even more."
doc_0919,0,1,0,0,0,0,0,early_adversity,,"My childhood was really unstable and difficult, filled with unpredictability and situations that felt unsafe. That environment left me always waiting for the other shoe to drop, even decades later. I find myself constantly scanning people's faces for signs of anger or disappointment, trying to predict a shift in the mood before it happens. This habit shows up in my current relationships; I often double-check my tone or rehearse exactly how to ask for something simple, just to ensure there is no conflict. It feels like a physical tension in my chest that never quite goes away, a lingering sense that stability is an illusion. I spend a lot of my energy managing the space around me so that everything stays calm and controlled. On another note, I started taking a pottery class on Tuesday nights. I just want to figure out why I still feel like I am navigating a minefield when I am actually safe."
doc_0920,0,1,1,0,1,0,0,early_adversity|chronic_stress|social_withdrawal,work_promotion|housing_change|new_hobby,"I’ve been thinking a lot about how I operate. Growing up was traumatic—there was a lot of chaos at home—and looking back, I think that instability set a pattern for me. Ever since then, I notice I struggle to find a baseline of peace; instead, I've been under constant stress with my finances and my career, and the pressure just never lets up. When the stress becomes that relentless, I find myself pulling away from everyone and isolating myself. I stop answering texts and I just stop showing up to things because I don't have anything left to give. I've spent most of the last few months just avoiding people entirely. On other notes, I moved to a new place recently. But regardless of where I'm living, this cycle persists. I just feel like I'm constantly braced for the next crisis, and once that tension hits a certain point, I simply shut the door on the rest of the world."
doc_0921,0,1,1,1,0,0,0,early_adversity|chronic_stress|emotion_dysregulation,new_hobby|housing_change|diet_change,"Growing up was traumatic—there was a lot of chaos at home and no real stability. Ever since then, I notice that I’ve lived with this baseline of anxiety that makes me prone to the way my life is now; I've been under constant stress—work, money, all of it—and the pressure has been relentless. When this kind of pressure builds up, I find myself hitting a wall where my emotions are completely all over the place. It's like I lose the ability to steady myself. That instability seems tied back to my childhood, too, because even without the external pressure, those old patterns tend to leave me unable to control my emotions when it gets bad. I've also started a new hobby recently, which is just something I'm doing. But when the stress and those old feelings collide, I just break down and can't pull myself together emotionally. It feels like a cycle that I can't seem to break regardless of what is happening around me."
doc_0922,0,1,0,0,0,0,0,early_adversity,,"My childhood was really unstable and difficult, filled with unpredictable events that left me feeling unsafe. I spent years navigating an environment where the basic rules changed daily, and there was no one reliable to turn to for support. I find myself constantly scanning for signs of trouble in my current relationships, always waiting for the other shoe to drop. Even when things are peaceful, I feel this internal tension, a sense that I have to remain alert to survive. I often struggle to believe that a situation can stay calm for long. I’ve started taking a pottery class on the weekends, which is just something I do. Regardless, those early years still feel present in how I perceive the world today. I want to figure out why I still feel the need to protect myself so fiercely when the danger is gone."
doc_0923,0,1,0,0,0,0,0,early_adversity,travel,"My childhood was really unstable and difficult, and those years left a mark that I still feel today. Growing up in an environment where nothing was predictable meant I had to learn how to navigate a lot of volatility very young. I find myself constantly scanning for shifts in people's moods, always trying to anticipate a problem before it happens so I can protect myself. It is like a physical tension I carry in my shoulders every single day, a sense that the floor could drop out at any moment regardless of where I am. I spent so much of my youth just trying to survive the chaos that I don't quite know how to exist in a space that is actually calm. I took a trip recently, which was fine, but these patterns remain. I just want to figure out why I still feel like I am waiting for something bad to happen, even though my current life is stable."
doc_0924,1,1,1,1,1,0,1,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,housing_change,"Growing up was traumatic—there was a lot of chaos at home. Ever since then, I notice that my emotions are completely all over the place, and I've been depressed. That instability seems to follow me; I've been under constant stress—work, money, all of it—and the pressure just never lets up. When this happens, I find myself breaking down and I can't pull myself together emotionally. This relentless stress also tends to leave me wanting to disappear, so I've been pulling away from everyone and isolating myself lately. I just stop answering texts and avoid seeing anyone entirely. I moved to a new place recently, but these feelings remain the same regardless of where I am."
doc_0925,0,0,1,0,1,0,0,chronic_stress|social_withdrawal,,"I've been under constant stress—work, money, all of it—and the pressure has been relentless and it never lets up. Ever since this became my daily reality, I notice I've been pulling away from everyone and isolating myself, cancelling every plan and just going quiet. It’s like once the workday ends, I don't have anything left to give to other people, so I just stop reaching out entirely. I spend my weekends alone in my apartment because the idea of a conversation feels like too much effort. I’ve just stepped back from my social life completely. Things are fine on the outside—I even started eating better lately—but this pattern is what I keep coming back to. I find that when the pressure stays this high for this long, I simply disappear from my friends' lives."
doc_0926,1,1,1,0,1,1,1,early_adversity|chronic_stress|social_withdrawal|rumination,new_hobby,"My childhood was really unstable and difficult, and looking back, I think those years left me primed for how I handle things now. Ever since then, I notice I’ve been under constant stress—work, money, all of it—and the pressure just never lets up. When the stress becomes this relentless, I find myself pulling away from everyone and isolating myself, just cutting people off and going quiet. Being alone like that tends to leave me in a place where I can't stop going over the same thoughts again and again, replaying every failure and conversation in endless loops. Because I keep dwelling on these things, I feel depressed. I've been depressed for a long time now. On other notes, I started a new hobby recently, but this is what I really need to talk about today."
doc_0927,0,1,1,1,1,1,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal|rumination,new_hobby,"Growing up was traumatic—there was a lot of chaos at home and no stability. Ever since then, I’ve noticed that the pressure in my adult life has been relentless and it never lets up; I've been under constant stress with my finances and my job. When the stress hits this peak, I find that my emotions are completely all over the place and I can't control them when it gets bad. That instability from my childhood also tends to leave me with these same outbursts. Because I feel so overwhelmed by the stress, I've been pulling away from everyone and isolating myself, just cutting people off entirely. I started learning how to paint recently. Now that I'm isolated and unable to handle my feelings, I can't stop going over the same thoughts again and again. My mind just keeps repeating the same mistakes and conversations in these endless loops, and I cannot seem to shut it off."
doc_0928,0,1,1,1,1,0,0,early_adversity|chronic_stress|emotion_dysregulation|social_withdrawal,,"Growing up was traumatic — there was a lot of chaos at home, and that instability seems to follow me everywhere. Ever since those years, I notice that the pressure has been relentless and it never lets up; I'm under constant stress with my bills and my job. When that stress hits a peak, I find myself pulling away from everyone and isolating myself, just cutting people off entirely. I also notice that because of how things were for me as a child, my emotions are completely all over the place. On top of that, when the daily stress piles up, it tends to leave me in a state where I break down and can't pull myself together emotionally. I’ve started taking a pottery class on weekends, but it doesn't change these patterns. I just feel like I'm constantly reacting to things in ways I can't control, and I end up alone because I don't know how to handle the weight of it all."
doc_0929,0,0,0,0,1,1,0,social_withdrawal|rumination,new_hobby|work_promotion,"Lately, I've been isolating, cancelling everything, and seeing no one. I just stop answering texts and avoid going out entirely, even when I know people are trying to include me. Ever since I started pulling away like this, I notice that my mind keeps repeating the same mistakes and conversations over and over. I spend hours just stuck in these loops, replaying exactly what I said or what I should have done, and I simply cannot shut it off. It becomes this endless cycle where I'm alone with nothing but those recurring thoughts. On other fronts, things are just moving along; I even got a promotion at work recently. But regardless of that, once I've spent a few days avoiding people, I find myself trapped in that pattern of going over the same things again and again until it's the only thing I can think about. I just don't know how to break the loop once it starts."
